WeekEnding,HSCP,AdmissionType,AdmissionTypeQF,Specialty,SpecialtyQF,NumberAdmissions,Average20182019,PercentVariation
20201004,S37000028,All,d,Medical (excl. Cardiology & Cancer),,400,441.5,-9.4
20201004,S37000028,All,d,Medical (incl. Cardiology & Cancer),,446,483.5,-7.8
20201004,S37000028,All,d,Paediatrics (medical & surgical),,90,123.5,-27.1
20201004,S37000028,All,d,Paediatrics (medical),,84,120,-30
20201004,S37000028,All,d,Paediatrics (surgical),,6,3.5,71.4
20201004,S37000028,All,d,Surgery,,236,307.5,-23.3
20201004,S37000029,All,d,Accident & Emergency,,5,2,150
20201004,S37000029,All,d,All,d,234,267.5,-12.5
20201004,S37000029,All,d,Medical (excl. Cardiology & Cancer),,129,138,-6.5
20201004,S37000029,All,d,Medical (incl. Cardiology & Cancer),,136,149,-8.7
20201004,S37000029,All,d,Paediatrics (medical & surgical),,16,17,-5.9
20201004,S37000029,All,d,Paediatrics (medical),,16,15,6.7
20201004,S37000029,All,d,Surgery,,73,89.5,-18.4
20201004,S37000030,All,d,Accident & Emergency,,23,46,-50
20201004,S37000030,All,d,All,d,486,534.5,-9.1
20201004,S37000030,All,d,Cancer,,7,9,-22.2
20201004,S37000030,All,d,Cardiology,,9,10,-10
20201004,S37000030,All,d,Gynaecology,,9,10.5,-14.3
20201004,S37000030,All,d,Medical (excl. Cardiology & Cancer),,254,220,15.5
20201004,S37000030,All,d,Medical (incl. Cardiology & Cancer),,270,239,13
20201004,S37000030,All,d,Paediatrics (medical & surgical),,64,83,-22.9
20201004,S37000030,All,d,Paediatrics (medical),,59,80,-26.2
20201004,S37000030,All,d,Paediatrics (surgical),,5,3,66.7
20201004,S37000030,All,d,Surgery,,120,155.5,-22.8
20201004,S37000031,All,d,All,d,87,107,-18.7
20201004,S37000031,All,d,Community,,5,13.5,-63
20201004,S37000031,All,d,Medical (excl. Cardiology & Cancer),,43,41,4.9
20201004,S37000031,All,d,Medical (incl. Cardiology & Cancer),,47,45.5,3.3
20201004,S37000031,All,d,Surgery,,35,43,-18.6
20201004,S37000032,All,d,Accident & Emergency,,67,66,1.5
20201004,S37000032,All,d,All,d,956,1151.5,-17
20201004,S37000032,All,d,Cancer,,6,13,-53.8
20201004,S37000032,All,d,Cardiology,,39,51,-23.5
20201004,S37000032,All,d,Community,,9,16,-43.8
20201004,S37000032,All,d,Gynaecology,,40,34,17.6
20201004,S37000032,All,d,Medical (excl. Cardiology & Cancer),,422,513.5,-17.8
20201004,S37000032,All,d,Medical (incl. Cardiology & Cancer),,467,577.5,-19.1
20201004,S37000032,All,d,Paediatrics (medical & surgical),,72,115,-37.4
20201004,S37000032,All,d,Paediatrics (medical),,70,111.5,-37.2
20201004,S37000032,All,d,Surgery,,301,343,-12.2
20201004,S37000033,All,d,Accident & Emergency,,8,9,-11.1
20201004,S37000033,All,d,All,d,389,424,-8.3
20201004,S37000033,All,d,Cardiology,,15,11.5,30.4
20201004,S37000033,All,d,Community,,8,13.5,-40.7
20201004,S37000033,All,d,Gynaecology,,8,11,-27.3
20201004,S37000033,All,d,Medical (excl. Cardiology & Cancer),,211,191,10.5
20201004,S37000033,All,d,Medical (incl. Cardiology & Cancer),,230,216.5,6.2
20201004,S37000033,All,d,Paediatrics (medical & surgical),,26,34,-23.5
20201004,S37000033,All,d,Paediatrics (medical),,25,33,-24.2
20201004,S37000033,All,d,Surgery,,109,140,-22.1
20201004,S37000034,All,d,Accident & Emergency,,19,30,-36.7
20201004,S37000034,All,d,All,d,1552,1801.5,-13.8
20201004,S37000034,All,d,Cancer,,18,21,-14.3
20201004,S37000034,All,d,Cardiology,,42,66,-36.4
20201004,S37000034,All,d,Gynaecology,,51,51.5,-1
20201004,S37000034,All,d,Medical (excl. Cardiology & Cancer),,835,902,-7.4
20201004,S37000034,All,d,Medical (incl. Cardiology & Cancer),,895,989,-9.5
20201004,S37000034,All,d,Paediatrics (medical & surgical),,107,126,-15.1
20201004,S37000034,All,d,Paediatrics (medical),,90,115,-21.7
20201004,S37000034,All,d,Paediatrics (surgical),,17,11,54.5
20201004,S37000034,All,d,Surgery,,480,603.5,-20.5
20201004,S37000035,All,d,Accident & Emergency,,14,5.5,154.5
20201004,S37000035,All,d,All,d,856,1096,-21.9
20201004,S37000035,All,d,Cancer,,8,9.5,-15.8
20201004,S37000035,All,d,Cardiology,,31,44,-29.5
20201004,S37000035,All,d,Gynaecology,,25,31.5,-20.6
20201004,S37000035,All,d,Medical (excl. Cardiology & Cancer),,463,563,-17.8
20201004,S37000035,All,d,Medical (incl. Cardiology & Cancer),,502,616.5,-18.6
20201004,S37000035,All,d,Paediatrics (medical & surgical),,84,139.5,-39.8
20201004,S37000035,All,d,Paediatrics (medical),,82,136.5,-39.9
20201004,S37000035,All,d,Surgery,,230,303,-24.1
20201011,S37000001,All,d,All,d,409,530,-22.8
20201011,S37000001,All,d,Cancer,,8,7,14.3
20201011,S37000001,All,d,Cardiology,,19,14.5,31
20201011,S37000001,All,d,Gynaecology,,8,9,-11.1
20201011,S37000001,All,d,Medical (excl. Cardiology & Cancer),,183,227.5,-19.6
20201011,S37000001,All,d,Medical (incl. Cardiology & Cancer),,210,249,-15.7
20201011,S37000001,All,d,Paediatrics (medical & surgical),,42,48.5,-13.4
20201011,S37000001,All,d,Paediatrics (medical),,39,45,-13.3
20201011,S37000001,All,d,Surgery,,149,192,-22.4
20201011,S37000002,All,d,All,d,473,560.5,-15.6
20201011,S37000002,All,d,Cancer,,15,14.5,3.4
20201011,S37000002,All,d,Cardiology,,21,23,-8.7
20201011,S37000002,All,d,Community,,30,42,-28.6
20201011,S37000002,All,d,Medical (excl. Cardiology & Cancer),,196,186,5.4
20201011,S37000002,All,d,Medical (incl. Cardiology & Cancer),,232,223.5,3.8
20201011,S37000002,All,d,Paediatrics (medical & surgical),,40,59,-32.2
20201011,S37000002,All,d,Paediatrics (medical),,37,51.5,-28.2
20201011,S37000002,All,d,Surgery,,166,205,-19
20201011,S37000003,All,d,Accident & Emergency,,19,21,-9.5
20201011,S37000003,All,d,All,d,254,275.5,-7.8
20201011,S37000003,All,d,Cancer,,5,4,25
20201011,S37000003,All,d,Cardiology,,6,6,0
20201011,S37000003,All,d,Medical (excl. Cardiology & Cancer),,121,139,-12.9
20201011,S37000003,All,d,Medical (incl. Cardiology & Cancer),,132,149,-11.4
20201011,S37000003,All,d,Paediatrics (medical & surgical),,12,23.5,-48.9
20201011,S37000003,All,d,Paediatrics (medical),,12,23,-47.8
20201011,S37000003,All,d,Surgery,,87,74.5,16.8
20201011,S37000004,All,d,All,d,242,264,-8.3
20201011,S37000004,All,d,Cancer,,5,7,-28.6
20201011,S37000004,All,d,Community,,38,45.5,-16.5
20201011,S37000004,All,d,Medical (excl. Cardiology & Cancer),,78,92.5,-15.7
20201011,S37000004,All,d,Medical (incl. Cardiology & Cancer),,87,111,-21.6
20201011,S37000004,All,d,Paediatrics (medical & surgical),,6,8.5,-29.4
20201011,S37000004,All,d,Paediatrics (medical),,5,7,-28.6
20201011,S37000004,All,d,Surgery,,106,91,16.5
20201011,S37000005,All,d,All,d,356,529.5,-32.8
20201011,S37000005,All,d,Cardiology,,5,12,-58.3
20201011,S37000005,All,d,Gynaecology,,15,16,-6.2
20201011,S37000005,All,d,Medical (excl. Cardiology & Cancer),,201,274,-26.6
20201011,S37000005,All,d,Medical (incl. Cardiology & Cancer),,208,290,-28.3
20201011,S37000005,All,d,Paediatrics (medical & surgical),,35,58.5,-40.2
20201011,S37000005,All,d,Paediatrics (medical),,34,57.5,-40.9
20201011,S37000005,All,d,Surgery,,95,158,-39.9
20201011,S37000006,All,d,All,d,385,476.5,-19.2
20201011,S37000006,All,d,Cancer,,9,8,12.5
20201011,S37000006,All,d,Community,,24,29.5,-18.6
20201011,S37000006,All,d,Gynaecology,,5,19.5,-74.4
20201011,S37000006,All,d,Medical (excl. Cardiology & Cancer),,184,205,-10.2
20201011,S37000006,All,d,Medical (incl. Cardiology & Cancer),,196,217,-9.7
20201011,S37000006,All,d,Paediatrics (medical & surgical),,27,48.5,-44.3
20201011,S37000006,All,d,Paediatrics (medical),,26,48,-45.8
20201011,S37000006,All,d,Surgery,,131,160.5,-18.4
20201011,S37000007,All,d,Accident & Emergency,,38,28,35.7
20201011,S37000007,All,d,All,d,398,421,-5.5
20201011,S37000007,All,d,Cancer,,5,8.5,-41.2
20201011,S37000007,All,d,Cardiology,,9,9,0
20201011,S37000007,All,d,Gynaecology,,14,14,0
20201011,S37000007,All,d,Medical (excl. Cardiology & Cancer),,198,196.5,0.8
20201011,S37000007,All,d,Medical (incl. Cardiology & Cancer),,212,214,-0.9
20201011,S37000007,All,d,Paediatrics (medical & surgical),,36,59.5,-39.5
20201011,S37000007,All,d,Paediatrics (medical),,36,58.5,-38.5
20201011,S37000007,All,d,Surgery,,98,103,-4.9
20201011,S37000008,All,d,All,d,346,385.5,-10.2
20201011,S37000008,All,d,Cardiology,,6,11.5,-47.8
20201011,S37000008,All,d,Medical (excl. Cardiology & Cancer),,213,187.5,13.6
20201011,S37000008,All,d,Medical (incl. Cardiology & Cancer),,219,203,7.9
20201011,S37000008,All,d,Paediatrics (medical & surgical),,28,54,-48.1
20201011,S37000008,All,d,Paediatrics (medical),,28,53.5,-47.7
20201011,S37000008,All,d,Surgery,,99,117,-15.4
20201011,S37000009,All,d,All,d,256,296,-13.5
20201011,S37000009,All,d,Cardiology,,15,15,0
20201011,S37000009,All,d,Gynaecology,,6,7,-14.3
20201011,S37000009,All,d,Medical (excl. Cardiology & Cancer),,116,138.5,-16.2
20201011,S37000009,All,d,Medical (incl. Cardiology & Cancer),,135,159,-15.1
20201011,S37000009,All,d,Paediatrics (medical & surgical),,9,24,-62.5
20201011,S37000009,All,d,Paediatrics (medical),,8,21.5,-62.8
20201011,S37000009,All,d,Surgery,,105,102.5,2.4
20201011,S37000010,All,d,Accident & Emergency,,29,11.5,152.2
20201011,S37000010,All,d,All,d,303,224,35.3
20201011,S37000010,All,d,Cancer,,9,14.5,-37.9
20201011,S37000010,All,d,Cardiology,,9,6.5,38.5
20201011,S37000010,All,d,Community,,6,0,8000
20201011,S37000010,All,d,Gynaecology,,7,5,40
20201011,S37000010,All,d,Medical (excl. Cardiology & Cancer),,156,100.5,55.2
20201011,S37000010,All,d,Medical (incl. Cardiology & Cancer),,174,121.5,43.2
20201011,S37000010,All,d,Paediatrics (medical & surgical),,6,14.5,-58.6
20201011,S37000010,All,d,Paediatrics (medical),,6,13,-53.8
20201011,S37000010,All,d,Surgery,,81,71.5,13.3
20201011,S37000011,All,d,All,d,199,216.5,-8.1
20201011,S37000011,All,d,Cardiology,,6,8,-25
20201011,S37000011,All,d,Medical (excl. Cardiology & Cancer),,92,99.5,-7.5
20201011,S37000011,All,d,Medical (incl. Cardiology & Cancer),,100,110.5,-9.5
20201011,S37000011,All,d,Paediatrics (medical & surgical),,25,15.5,61.3
20201011,S37000011,All,d,Paediatrics (medical),,21,14.5,44.8
20201011,S37000011,All,d,Surgery,,70,82,-14.6
20201011,S37000012,All,d,Accident & Emergency,,82,56,46.4
20201011,S37000012,All,d,All,d,1030,1087.5,-5.3
20201011,S37000012,All,d,Cancer,,61,43,41.9
20201011,S37000012,All,d,Cardiology,,23,23.5,-2.1
20201011,S37000012,All,d,Gynaecology,,30,32.5,-7.7
20201011,S37000012,All,d,Medical (excl. Cardiology & Cancer),,479,509.5,-6
20201011,S37000012,All,d,Medical (incl. Cardiology & Cancer),,563,576,-2.3
20201011,S37000012,All,d,Paediatrics (medical & surgical),,63,82,-23.2
20201011,S37000012,All,d,Paediatrics (medical),,47,73.5,-36.1
20201011,S37000012,All,d,Paediatrics (surgical),,16,8.5,88.2
20201011,S37000012,All,d,Surgery,,291,340.5,-14.5
20201011,S37000013,All,d,Accident & Emergency,,7,6,16.7
20201011,S37000013,All,d,All,d,446,629,-29.1
20201011,S37000013,All,d,Cancer,,5,3.5,42.9
20201011,S37000013,All,d,Cardiology,,11,11.5,-4.3
20201011,S37000013,All,d,Gynaecology,,6,20,-70
20201011,S37000013,All,d,Medical (excl. Cardiology & Cancer),,246,347.5,-29.2
20201011,S37000013,All,d,Medical (incl. Cardiology & Cancer),,262,362.5,-27.7
20201011,S37000013,All,d,Paediatrics (medical & surgical),,32,63,-49.2
20201011,S37000013,All,d,Paediatrics (medical),,31,62,-50
20201011,S37000013,All,d,Surgery,,139,177,-21.5
20201011,S37000016,All,d,All,d,592,696,-14.9
20201011,S37000016,All,d,Cancer,,5,4.5,11.1
20201011,S37000016,All,d,Cardiology,,12,16.5,-27.3
20201011,S37000016,All,d,Community,,20,42.5,-52.9
20201011,S37000016,All,d,Gynaecology,,21,20,5
20201011,S37000016,All,d,Medical (excl. Cardiology & Cancer),,303,307,-1.3
20201011,S37000016,All,d,Medical (incl. Cardiology & Cancer),,320,328,-2.4
20201011,S37000016,All,d,Paediatrics (medical & surgical),,54,71,-23.9
20201011,S37000016,All,d,Paediatrics (medical),,53,69.5,-23.7
20201011,S37000016,All,d,Surgery,,176,233.5,-24.6
20201011,S37000017,All,d,All,d,177,247,-28.3
20201011,S37000017,All,d,Gynaecology,,10,8.5,17.6
20201011,S37000017,All,d,Medical (excl. Cardiology & Cancer),,97,142,-31.7
20201011,S37000017,All,d,Medical (incl. Cardiology & Cancer),,99,150.5,-34.2
20201011,S37000017,All,d,Paediatrics (medical & surgical),,6,12,-50
20201011,S37000017,All,d,Surgery,,62,75,-17.3
20201011,S37000018,All,d,Accident & Emergency,,29,10.5,176.2
20201011,S37000018,All,d,All,d,239,221.5,7.9
20201011,S37000018,All,d,Cancer,,10,11.5,-13
20201011,S37000018,All,d,Gynaecology,,11,9,22.2
20201011,S37000018,All,d,Medical (excl. Cardiology & Cancer),,98,99.5,-1.5
20201011,S37000018,All,d,Medical (incl. Cardiology & Cancer),,112,118.5,-5.5
20201011,S37000018,All,d,Paediatrics (medical & surgical),,18,16.5,9.1
20201011,S37000018,All,d,Paediatrics (medical),,14,15,-6.7
20201011,S37000018,All,d,Surgery,,69,67,3
20201011,S37000019,All,d,Accident & Emergency,,24,11,118.2
20201011,S37000019,All,d,All,d,186,235.5,-21
20201011,S37000019,All,d,Community,,8,11,-27.3
20201011,S37000019,All,d,Medical (excl. Cardiology & Cancer),,74,88,-15.9
20201011,S37000019,All,d,Medical (incl. Cardiology & Cancer),,80,93,-14
20201011,S37000019,All,d,Paediatrics (medical & surgical),,15,24.5,-38.8
20201011,S37000019,All,d,Paediatrics (medical),,13,22,-40.9
20201011,S37000019,All,d,Surgery,,58,93,-37.6
20201011,S37000020,All,d,All,d,392,474.5,-17.4
20201011,S37000020,All,d,Cardiology,,8,10.5,-23.8
20201011,S37000020,All,d,Medical (excl. Cardiology & Cancer),,203,253,-19.8
20201011,S37000020,All,d,Medical (incl. Cardiology & Cancer),,215,268.5,-19.9
20201011,S37000020,All,d,Paediatrics (medical & surgical),,52,56.5,-8
20201011,S37000020,All,d,Paediatrics (medical),,50,55.5,-9.9
20201011,S37000020,All,d,Surgery,,125,136.5,-8.4
20201011,S37000022,All,d,All,d,51,51.5,-1
20201011,S37000022,All,d,Medical (excl. Cardiology & Cancer),,28,23.5,19.1
20201011,S37000022,All,d,Medical (incl. Cardiology & Cancer),,32,25,28
20201011,S37000022,All,d,Surgery,,18,24,-25
20201011,S37000024,All,d,All,d,439,511.5,-14.2
20201011,S37000024,All,d,Cardiology,,16,20.5,-22
20201011,S37000024,All,d,Gynaecology,,16,17,-5.9
20201011,S37000024,All,d,Medical (excl. Cardiology & Cancer),,216,248,-12.9
20201011,S37000024,All,d,Medical (incl. Cardiology & Cancer),,234,278,-15.8
20201011,S37000024,All,d,Paediatrics (medical & surgical),,36,45,-20
20201011,S37000024,All,d,Paediatrics (medical),,32,42.5,-24.7
20201011,S37000024,All,d,Surgery,,150,165.5,-9.4
20201011,S37000025,All,d,All,d,262,332.5,-21.2
20201011,S37000025,All,d,Cardiology,,13,20,-35
20201011,S37000025,All,d,Community,,13,17.5,-25.7
20201011,S37000025,All,d,Medical (excl. Cardiology & Cancer),,127,160,-20.6
20201011,S37000025,All,d,Medical (incl. Cardiology & Cancer),,143,186.5,-23.3
20201011,S37000025,All,d,Paediatrics (medical & surgical),,18,35,-48.6
20201011,S37000025,All,d,Paediatrics (medical),,17,34.5,-50.7
20201011,S37000025,All,d,Surgery,,85,92.5,-8.1
20201011,S37000026,All,d,All,d,35,64.5,-45.7
20201011,S37000026,All,d,Medical (excl. Cardiology & Cancer),,19,32.5,-41.5
20201011,S37000026,All,d,Medical (incl. Cardiology & Cancer),,19,36.5,-47.9
20201011,S37000026,All,d,Surgery,,14,25.5,-45.1
20201011,S37000027,All,d,All,d,370,393.5,-6
20201011,S37000027,All,d,Cardiology,,5,4,25
20201011,S37000027,All,d,Medical (excl. Cardiology & Cancer),,227,218,4.1
20201011,S37000027,All,d,Medical (incl. Cardiology & Cancer),,233,226,3.1
20201011,S37000027,All,d,Paediatrics (medical & surgical),,28,36.5,-23.3
20201011,S37000027,All,d,Paediatrics (medical),,28,36,-22.2
20201011,S37000027,All,d,Surgery,,105,121.5,-13.6
20201011,S37000028,All,d,Accident & Emergency,,5,2,150
20201011,S37000028,All,d,All,d,840,1009.5,-16.8
20201011,S37000028,All,d,Cancer,,7,9.5,-26.3
20201011,S37000028,All,d,Cardiology,,53,43.5,21.8
20201011,S37000028,All,d,Gynaecology,,14,22.5,-37.8
20201011,S37000028,All,d,Medical (excl. Cardiology & Cancer),,433,468.5,-7.6
20201011,S37000028,All,d,Medical (incl. Cardiology & Cancer),,493,521.5,-5.5
20201011,S37000028,All,d,Paediatrics (medical & surgical),,86,135.5,-36.5
20201011,S37000028,All,d,Paediatrics (medical),,82,130.5,-37.2
20201011,S37000028,All,d,Surgery,,242,327,-26
20201011,S37000029,All,d,All,d,276,317,-12.9
20201011,S37000029,All,d,Cancer,,7,5,40
20201011,S37000029,All,d,Cardiology,,7,8,-12.5
20201011,S37000029,All,d,Medical (excl. Cardiology & Cancer),,166,170,-2.4
20201011,S37000029,All,d,Medical (incl. Cardiology & Cancer),,180,183,-1.6
20201011,S37000029,All,d,Paediatrics (medical & surgical),,15,23.5,-36.2
20201011,S37000029,All,d,Paediatrics (medical),,14,20.5,-31.7
20201011,S37000029,All,d,Surgery,,76,97,-21.6
20201011,S37000030,All,d,Accident & Emergency,,22,43,-48.8
20201011,S37000030,All,d,All,d,551,501,10
20201011,S37000030,All,d,Cancer,,12,6,100
20201011,S37000030,All,d,Cardiology,,10,10,0
20201011,S37000030,All,d,Gynaecology,,10,16,-37.5
20201011,S37000030,All,d,Medical (excl. Cardiology & Cancer),,290,221,31.2
20201011,S37000030,All,d,Medical (incl. Cardiology & Cancer),,312,237,31.6
20201011,S37000030,All,d,Paediatrics (medical & surgical),,65,64,1.6
20201011,S37000030,All,d,Paediatrics (medical),,63,60,5
20201011,S37000030,All,d,Surgery,,141,141,0
20201011,S37000031,All,d,All,d,77,96,-19.8
20201011,S37000031,All,d,Community,,9,10.5,-14.3
20201011,S37000031,All,d,Medical (excl. Cardiology & Cancer),,33,37.5,-12
20201011,S37000031,All,d,Medical (incl. Cardiology & Cancer),,37,41,-9.8
20201011,S37000031,All,d,Surgery,,26,40,-35
20201011,S37000032,All,d,Accident & Emergency,,76,67.5,12.6
20201011,S37000032,All,d,All,d,924,1088,-15.1
20201011,S37000032,All,d,Cancer,,9,9,0
20201011,S37000032,All,d,Cardiology,,34,49,-30.6
20201011,S37000032,All,d,Community,,15,15.5,-3.2
20201011,S37000032,All,d,Gynaecology,,39,31.5,23.8
20201011,S37000032,All,d,Medical (excl. Cardiology & Cancer),,397,494,-19.6
20201011,S37000032,All,d,Medical (incl. Cardiology & Cancer),,440,552,-20.3
20201011,S37000032,All,d,Paediatrics (medical & surgical),,88,96.5,-8.8
20201011,S37000032,All,d,Paediatrics (medical),,79,89.5,-11.7
20201011,S37000032,All,d,Paediatrics (surgical),,9,7,28.6
20201011,S37000032,All,d,Surgery,,266,325,-18.2
20201011,S37000033,All,d,All,d,381,390.5,-2.4
20201011,S37000033,All,d,Cancer,,9,8,12.5
20201011,S37000033,All,d,Cardiology,,14,12.5,12
20201011,S37000033,All,d,Medical (excl. Cardiology & Cancer),,212,183,15.8
20201011,S37000033,All,d,Medical (incl. Cardiology & Cancer),,235,203.5,15.5
20201011,S37000033,All,d,Paediatrics (medical & surgical),,22,32.5,-32.3
20201011,S37000033,All,d,Paediatrics (medical),,22,32,-31.2
20201011,S37000033,All,d,Surgery,,116,126,-7.9
20201011,S37000034,All,d,Accident & Emergency,,5,28.5,-82.5
20201011,S37000034,All,d,All,d,1682,1902,-11.6
20201011,S37000034,All,d,Cancer,,26,21.5,20.9
20201011,S37000034,All,d,Cardiology,,36,58.5,-38.5
20201011,S37000034,All,d,Gynaecology,,43,61.5,-30.1
20201011,S37000034,All,d,Medical (excl. Cardiology & Cancer),,936,958.5,-2.3
20201011,S37000034,All,d,Medical (incl. Cardiology & Cancer),,998,1038.5,-3.9
20201011,S37000034,All,d,Paediatrics (medical & surgical),,112,157.5,-28.9
20201011,S37000034,All,d,Paediatrics (medical),,101,143,-29.4
20201011,S37000034,All,d,Paediatrics (surgical),,11,14.5,-24.1
20201011,S37000034,All,d,Surgery,,524,616,-14.9
20201011,S37000035,All,d,Accident & Emergency,,6,6,0
20201011,S37000035,All,d,All,d,975,1142,-14.6
20201011,S37000035,All,d,Cardiology,,58,41,41.5
20201011,S37000035,All,d,Gynaecology,,24,31,-22.6
20201011,S37000035,All,d,Medical (excl. Cardiology & Cancer),,527,584.5,-9.8
20201011,S37000035,All,d,Medical (incl. Cardiology & Cancer),,587,635.5,-7.6
20201011,S37000035,All,d,Paediatrics (medical & surgical),,94,136,-30.9
20201011,S37000035,All,d,Paediatrics (medical),,89,131.5,-32.3
20201011,S37000035,All,d,Paediatrics (surgical),,5,4.5,11.1
20201011,S37000035,All,d,Surgery,,264,333.5,-20.8
20201018,S37000001,All,d,All,d,447,528,-15.3
20201018,S37000001,All,d,Cancer,,8,13,-38.5
20201018,S37000001,All,d,Cardiology,,11,12,-8.3
20201018,S37000001,All,d,Gynaecology,,8,12,-33.3
20201018,S37000001,All,d,Medical (excl. Cardiology & Cancer),,235,213,10.3
20201018,S37000001,All,d,Medical (incl. Cardiology & Cancer),,254,238,6.7
20201018,S37000001,All,d,Paediatrics (medical & surgical),,37,46,-19.6
20201018,S37000001,All,d,Paediatrics (medical),,31,40,-22.5
20201018,S37000001,All,d,Paediatrics (surgical),,6,6,0
20201018,S37000001,All,d,Surgery,,144,201,-28.4
20201018,S37000002,All,d,All,d,459,511.5,-10.3
20201018,S37000002,All,d,Cancer,,10,10.5,-4.8
20201018,S37000002,All,d,Cardiology,,15,15,0
20201018,S37000002,All,d,Community,,22,42.5,-48.2
20201018,S37000002,All,d,Gynaecology,,7,17.5,-60
20201018,S37000002,All,d,Medical (excl. Cardiology & Cancer),,171,161.5,5.9
20201018,S37000002,All,d,Medical (incl. Cardiology & Cancer),,196,187,4.8
20201018,S37000002,All,d,Paediatrics (medical & surgical),,50,46.5,7.5
20201018,S37000002,All,d,Paediatrics (medical),,44,40.5,8.6
